id;description;type;enum;format;minimum;exclusiveMinimum;maximum;exclusiveMaximum;minLength;maxLength;uniqueItems;minItems;multipleOf;maxItems;properties;required;discriminator;oneOf;allOf;readOnly;menuItem;expandible
A5XApartado;Apartado;object;;;;;;;;;;;;;A5XMatriz;;;;;;false;false
A5XMatriz;Matriz;array;;;;;;;;;true;0;;999;A5XVector;;;;;;false;false
A5XVector;Vector;object;;;;;;;;;;;;;L000191,L000291,L000391,L000491,L000591,L000691,L000791,L000891,L000991,L001091,L001191,L001291,L001391,L001491,L001591,L001691,L001791,L001891,L001991,L002091,L002092,L002191,L002291,L002391,L002392,L002491,L002791,L002792,L002591;L000191,L000291,L000391,L000491,L000591,L000691,L000791,L001191,L001791;;;;;false;false
datosIncorporados;Seccion;object;;;;;;;;;;;;;datosIncorporadosApartado;;;;;;false;false
datosIncorporadosApartado;Apartado;object;;;;;;;;;;;;;E000331,E000431,C006401;;;;;;false;false
buscaEmpresaRD;Enumerado;string;A08000143,A08008450,A08057895,A08099459,A08115032,A08168213,A08175994,A08663619,A08742835,A08930711,A15022510,A20202487,A20480737,A28000032,A28000727,A28007268,A28007748,A28013050,A28017895,A28037224,A28126597,A28141307,A28141935,A28164754,A28229599,A28252260,A28369395,A28430882,A28517308,A28784478,A28893550,A31000144,A31000268,A31000441,A31000540,A31001738,A31001977,A31003015,A31003247,A31003981,A31004153,A31004526,A31005432,A31006588,A31007107,A31007529,A31007628,A31007644,A31008766,A31010242,A31012529,A31012644,A31016975,A31017106,A31017205,A31017635,A31025398,A31025778,A31026826,A31030919,A31035041,A31037468,A31038524,A31038771,A31039746,A31039787,A31055585,A31055593,A31061765,A31063696,A31064439,A31065196,A31065501,A31065618,A31071913,A31072325,A31074008,A31074164,A31074347,A31074685,A31079940,A31083009,A31084817,A31085640,A31098064,A31100662,A31101306,A31107865,A31112121,A31112501,A31117617,A31118441,A31126758,A31130834,A31138159,A31138761,A31145188,A31147531,A31147572,A31151848,A31152150,A31162779,A31164890,A31169907,A31173487,A31179765,A31192545,A31203128,A31204175,A31205735,A31212483,A31224371,A31228331,A31232309,A31234974,A31240997,A31257868,A31276603,A31280704,A31345861,A31419385,A31419773,A31455082,A31472459,A31503949,A31504111,A31519853,A31532401,A31572506,A31606932,A31613177,A31613805,A31621139,A31627417,A31638083,A31644578,A31654494,A31657232,A31660301,A31690399,A31697808,A31752603,A31768138,A31827538,A31857816,A31864572,A31878333,A31892755,A31935604,A31955560,A39000013,A41003864,A43227628,A47345285,A48010615,A48027056,A48051098,A48094536,A48265169,A50008150,A58333261,A58369497,A58410176,A59736686,A60348240,A60627619,A60917911,A61668349,A61895371,A62018064,A78229663,A78586344,A79252219,A79259362,A79381729,A79384525,A79406575,A79935607,A80106842,A80364243,A80652928,A80790322,A80903180,A81946485,A81962201,A82018474,A82067281,A82741067,A83052407,A85973857,A95075578,A95663852,B01333574,B08436206,B18660324,B20099586,B20550109,B26231191,B26323451,B31009715,B31018104,B31018260,B31040280,B31055718,B31061815,B31064132,B31070584,B31070998,B31074040,B31079064,B31083199,B31095920,B31097090,B31101470,B31112261,B31112766,B31115298,B31122005,B31130438,B31152135,B31157514,B31185184,B31200090,B31224132,B31228463,B31235492,B31250400,B31257967,B31269673,B31318025,B31340953,B31347081,B31348378,B31353048,B31399256,B31422264,B31423791,B31436470,B31445836,B31452634,B31473887,B31476724,B31480213,B31491095,B31494578,B31499577,B31506025,B31516388,B31516404,B31521560,B31531015,B31556509,B31561608,B31563935,B31577406,B31581127,B31591456,B31592223,B31595796,B31602568,B31607682,B31613599,B31614035,B31619570,B31620594,B31625544,B31626153,B31627144,B31631062,B31632490,B31632664,B31635998,B31637010,B31638273,B31646649,B31656077,B31670557,B31671803,B31702566,B31703796,B31712904,B31714173,B31719248,B31730740,B31744709,B31750573,B31775067,B31782006,B31790108,B31796113,B31798929,B31806136,B31820194,B31825953,B31828072,B31835150,B31843105,B31843956,B31845373,B31860588,B31865181,B31867534,B31877855,B31878465,B31879117,B31888027,B31890205,B31891906,B31895881,B31896277,B31907322,B31907330,B31912603,B31913122,B31919210,B31920705,B31973258,B33228396,B39322177,B48758890,B48942619,B50046564,B50790757,B58511882,B60336989,B60359726,B60579232,B60654365,B62096177,B62294939,B63515373,B63969935,B64687916,B71016125,B71039002,B71058184,B71064026,B71068795,B71069876,B71072029,B78210747,B81936148,B81936189,B83875427,B84818442,B92956689,B95177051,B96540497,D31235260,E31157704,E31391089,F08492464,F20033361,F31014897,F31016140,F31018476,F31018617,F31019060,F31019276,F31020589,F31020696,F31020753,F31020860,F31021140,F31021371,F31021611,F31021835,F31021868,F31022007,F31022015,F31022304,F31022429,F31022494,F31022650,F31022692,F31022726,F31023062,F31065121,F31074081,F31082001,F31084726,F31097280,F31098908,F31128382,F31134760,F31136294,F31168404,F31169717,F31175714,F31175755,F31178064,F31181787,F31208002,F31259633,F31357320,F31389372,F31399314,F31409196,F31508567,F31520281,F31600240,F31673858,F31746621,F31757735,F31876436,F31932726,F31950397,F31980121,F71036776,F75076935,G08215824,G28207017,G31002041,G31014186,G31024706,G31033533,G31058258,G31058274,G31058613,G31077076,G31080179,G31083124,G31096928,G31166127,G31187420,G31351935,G31603509,G31620396,G31679889,G31725484,G31769417,G31794654,G31800576,G31831050,G50005321,G64172513,G71026967,G71068647,G78385416,G81939217,G82198524,G82287228,P3101000B,P3102300E,P3107100D,P3107600C,P3108500D,P3109600A,P3120100G,P3120200E,P3122700B,P3123200B,P3125100B,P3125800G,P3126600J,P3132500D,P3138600F,P3190300H,P3190700I,Q2801660H,Q2819009H,Q2826039F,Q2866001G,Q2866004A,Q3109438F,Q3119001J,Q3119002H,Q3150004D,Q3150005A,Q3150012G,Q3150030I,Q3150039J,Q3155003A,Q3163001E,Q3173001C,R3100007H,R3100020A,R3100065F,R3100071D,R3100150F,R3100260C,R3100274D,R3168001J,S3100000C,S3100001A,S3100008F,U85902195,V20191458,V31231293,V31644198,V48091029,V61227047,V78958642,V78958931,V79213898,V81271447,V81579690,V82739285,V84838176,W7103457C;;;;;;;;;;;;;;;;;;false;false
C000101;Enumerado;string;;;;;;;;;;;;;;;;;;;false;false
C000102;Escalar;string;;;;;;;;27;;;;;;;;;;;false;false
C000103;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C000601;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
buscaEmpresaRE;Enumerado;string;A08000143,A08008450,A08057895,A08099459,A08115032,A08168213,A08175994,A08663619,A08742835,A08930711,A15022510,A20202487,A20480737,A28000032,A28000727,A28007268,A28007748,A28013050,A28017895,A28037224,A28126597,A28141307,A28141935,A28164754,A28229599,A28252260,A28369395,A28430882,A28517308,A28784478,A28893550,A31000144,A31000268,A31000441,A31000540,A31001738,A31001977,A31003015,A31003247,A31003981,A31004153,A31004526,A31005432,A31006588,A31007107,A31007529,A31007628,A31007644,A31008766,A31010242,A31012529,A31012644,A31016975,A31017106,A31017205,A31017635,A31025398,A31025778,A31026826,A31030919,A31035041,A31037468,A31038524,A31038771,A31039746,A31039787,A31055585,A31055593,A31061765,A31063696,A31064439,A31065196,A31065501,A31065618,A31071913,A31072325,A31074008,A31074164,A31074347,A31074685,A31079940,A31083009,A31084817,A31085640,A31098064,A31100662,A31101306,A31107865,A31112121,A31112501,A31117617,A31118441,A31126758,A31130834,A31138159,A31138761,A31145188,A31147531,A31147572,A31151848,A31152150,A31162779,A31164890,A31169907,A31173487,A31179765,A31192545,A31203128,A31204175,A31205735,A31212483,A31224371,A31228331,A31232309,A31234974,A31240997,A31257868,A31276603,A31280704,A31345861,A31419385,A31419773,A31455082,A31472459,A31503949,A31504111,A31519853,A31532401,A31572506,A31606932,A31613177,A31613805,A31621139,A31627417,A31638083,A31644578,A31654494,A31657232,A31660301,A31690399,A31697808,A31752603,A31768138,A31827538,A31857816,A31864572,A31878333,A31892755,A31935604,A31955560,A39000013,A41003864,A43227628,A47345285,A48010615,A48027056,A48051098,A48094536,A48265169,A50008150,A58333261,A58369497,A58410176,A59736686,A60348240,A60627619,A60917911,A61668349,A61895371,A62018064,A78229663,A78586344,A79252219,A79259362,A79381729,A79384525,A79406575,A79935607,A80106842,A80364243,A80652928,A80790322,A80903180,A81946485,A81962201,A82018474,A82067281,A82741067,A83052407,A85973857,A95075578,A95663852,B01333574,B08436206,B18660324,B20099586,B20550109,B26231191,B26323451,B31009715,B31018104,B31018260,B31040280,B31055718,B31061815,B31064132,B31070584,B31070998,B31074040,B31079064,B31083199,B31095920,B31097090,B31101470,B31112261,B31112766,B31115298,B31122005,B31130438,B31152135,B31157514,B31185184,B31200090,B31224132,B31228463,B31235492,B31250400,B31257967,B31269673,B31318025,B31340953,B31347081,B31348378,B31353048,B31399256,B31422264,B31423791,B31436470,B31445836,B31452634,B31473887,B31476724,B31480213,B31491095,B31494578,B31499577,B31506025,B31516388,B31516404,B31521560,B31531015,B31556509,B31561608,B31563935,B31577406,B31581127,B31591456,B31592223,B31595796,B31602568,B31607682,B31613599,B31614035,B31619570,B31620594,B31625544,B31626153,B31627144,B31631062,B31632490,B31632664,B31635998,B31637010,B31638273,B31646649,B31656077,B31670557,B31671803,B31702566,B31703796,B31712904,B31714173,B31719248,B31730740,B31744709,B31750573,B31775067,B31782006,B31790108,B31796113,B31798929,B31806136,B31820194,B31825953,B31828072,B31835150,B31843105,B31843956,B31845373,B31860588,B31865181,B31867534,B31877855,B31878465,B31879117,B31888027,B31890205,B31891906,B31895881,B31896277,B31907322,B31907330,B31912603,B31913122,B31919210,B31920705,B31973258,B33228396,B39322177,B48758890,B48942619,B50046564,B50790757,B58511882,B60336989,B60359726,B60579232,B60654365,B62096177,B62294939,B63515373,B63969935,B64687916,B71016125,B71039002,B71058184,B71064026,B71068795,B71069876,B71072029,B78210747,B81936148,B81936189,B83875427,B84818442,B92956689,B95177051,B96540497,D31235260,E31157704,E31391089,F08492464,F20033361,F31014897,F31016140,F31018476,F31018617,F31019060,F31019276,F31020589,F31020696,F31020753,F31020860,F31021140,F31021371,F31021611,F31021835,F31021868,F31022007,F31022015,F31022304,F31022429,F31022494,F31022650,F31022692,F31022726,F31023062,F31065121,F31074081,F31082001,F31084726,F31097280,F31098908,F31128382,F31134760,F31136294,F31168404,F31169717,F31175714,F31175755,F31178064,F31181787,F31208002,F31259633,F31357320,F31389372,F31399314,F31409196,F31508567,F31520281,F31600240,F31673858,F31746621,F31757735,F31876436,F31932726,F31950397,F31980121,F71036776,F75076935,G08215824,G28207017,G31002041,G31014186,G31024706,G31033533,G31058258,G31058274,G31058613,G31077076,G31080179,G31083124,G31096928,G31166127,G31187420,G31351935,G31603509,G31620396,G31679889,G31725484,G31769417,G31794654,G31800576,G31831050,G50005321,G64172513,G71026967,G71068647,G78385416,G81939217,G82198524,G82287228,P3101000B,P3102300E,P3107100D,P3107600C,P3108500D,P3109600A,P3120100G,P3120200E,P3122700B,P3123200B,P3125100B,P3125800G,P3126600J,P3132500D,P3138600F,P3190300H,P3190700I,Q2801660H,Q2819009H,Q2826039F,Q2866001G,Q2866004A,Q3109438F,Q3119001J,Q3119002H,Q3150004D,Q3150005A,Q3150012G,Q3150030I,Q3150039J,Q3155003A,Q3163001E,Q3173001C,R3100007H,R3100020A,R3100065F,R3100071D,R3100150F,R3100260C,R3100274D,R3168001J,S3100000C,S3100001A,S3100008F,U85902195,V20191458,V31231293,V31644198,V48091029,V61227047,V78958642,V78958931,V79213898,V81271447,V81579690,V82739285,V84838176,W7103457C;;;;;;;;;;;;;;;;;;false;false
C001101;Enumerado;string;;;;;;;;;;;;;;;;;;;false;false
C001102;Escalar;string;;;;;;;;27;;;;;;;;;;;false;false
C001103;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C001401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000171;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000271;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000371;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R004751;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R001151;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
R002151;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
R003151;Enumerado;string;Conyuge,Hijo,Nieto,PadreMadre,Abuelo,Hermano,Tio,Sobrino,OtrasPersonasFisicas,EntidadSujetaISociedades;;;;;;;;;;;;;;;;;;false;false
R004151;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C006601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C016304;Enumerado;string;Aceptar,Cancelar;;;;;;;;;;;;;;;;;;false;false
C016301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C001701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
R000291;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004202;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C005102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C005101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C103702;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C103701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C104102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C104101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C016401;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C003102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C003101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C103102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C103101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C003702;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C003701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C104201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C003901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C084501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C592101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C004701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C107101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C107501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C107502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C107601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C107701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C108001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C108002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C107801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C797001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C007101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C007501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C007502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C007601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C007701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C109001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C109002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C007801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C798001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C016501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S001121;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002121;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003121;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004121;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005121;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C007201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C108501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C108502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
C109501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C109502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
O000111;Enumerado;string;Simplificada,Normal;;;;;;;;;;;;;;;;;;false;false
O000211;Enumerado;string;No,Si;;;;;;;;;;;;;;;;;;false;false
O000311;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
O000411;Escalar;number;;percentage;0;;100;;;;;;;;;;;;;;false;false
O000511;Enumerado;string;1011,1012,1013,1021,1022,1023,1024,1031,1032,1033,10411,10412,10421,10422,10423,10424,10425,1051,1061,1062,1069,1071,11111,11112,11113,11114,11121,11122,11131,11132,1114,11211,11212,11213,11219,11221,11222,11231,11232,1124,113,1141,1142,1143,11431,11432,11433,11511,11512,11514,11515,1152,1153,1161,11611,11612,11613,11614,1162,12111,12112,12121,12122,1221,12211,12212,12213,12214,12215,12216,12217,1222,12221,12222,12223,12224,12225,12226,1223,12231,12232,12233,12234,1224,12241,12242,12243,12244,12245,12246,12247,12248,12251,12252,12259,12311,12312,12313,12314,12319,12321,12322,12331,12332,1234,12341,12342,12391,12392,12399,1241,12411,12412,12421,12422,12423,12431,12432,12433,12434,12435,1244,12441,12442,12443,1245,12451,12452,12461,12462,12463,12464,12465,12466,12471,12472,12473,12474,12475,12476,12479,1249,12491,12492,12499,12511,12512,12513,12514,12515,12516,12517,12521,12522,12531,12532,12533,12534,12535,12536,12537,12538,12539,12541,12542,12551,12552,12553,12554,12555,12559,13111,13112,1312,13121,13122,13123,1313,13131,13132,13139,13141,13142,1315,13151,13152,13161,13162,13163,13164,13165,13166,13167,13168,13169,13191,13199,13211,13212,13221,13222,13223,13231,13232,13233,13241,13242,13243,13251,13252,13253,13254,13261,13262,13291,13292,13293,13294,13299,133,13301,13302,1341,13411,13412,13413,13414,13415,13419,1342,13421,13422,1343,13431,13432,13433,1344,1345,13451,13452,13453,13454,13455,13456,13457,13458,13459,1346,13461,13462,13463,13464,13465,13511,13512,1352,1353,1354,13541,13542,13543,13544,13551,13552,1361,13611,13612,13613,13614,13615,13616,13617,1362,13621,13622,1363,13631,13632,13639,1371,13711,13712,13713,13714,13715,13716,1372,13721,13722,1381,13811,13812,1382,13821,13822,1383,13831,13832,13833,13834,13835,1389,13891,13892,13899,1391,13911,13912,13913,13914,13915,13916,13917,13918,13921,13922,13931,13932,1399,13991,13992,13993,13994,13995,13996,13997,13998,13999,14111,14112,14113,14121,14122,14123,14124,14131,14132,14133,14134,14141,14142,14143,14144,1415,14151,14152,14153,1416,14161,14162,14171,14172,14181,14182,14191,14192,14193,142,14201,14202,14211,14212,14221,14222,14223,14224,14231,14232,14233,14239,14241,14242,14243,14251,14252,14253,14259,1426,14261,14262,1427,14271,14272,14281,14282,14291,14292,14311,14312,14313,14321,14322,14323,1433,14331,14332,1434,14341,14342,14343,14344,14351,14352,14353,14354,1436,14361,14362,14363,14369,14371,14372,14391,14392,14393,14399,1441,14411,14412,14413,14421,14422,14429,1451,14511,14512,14513,14514,1452,14521,14522,1453,1454,14541,14542,14551,14559,14561,14562,1461,14611,14612,14621,14622,14623,14624,1463,14631,14632,14633,14634,1464,14641,14642,14643,1465,14651,14652,14653,14654,14655,14656,14659,1466,14661,14662,1467,14671,14672,14681,14682,14683,14684,14685,1471,14711,14712,1472,14721,14722,14731,14732,14733,14734,14739,1474,14741,14742,14743,1475,14751,14752,14753,14754,14761,14762,14769,14811,14812,14819,14821,14822,14911,14912,1492,14921,14922,14923,14924,14925,14926,14927,14928,1493,14931,14932,14933,14941,14942,14951,14959,15011,15012,15013,15021,15022,15023,15024,15025,15026,15031,15032,15033,15034,15041,15042,15043,15044,15045,15046,15047,15048,15051,15052,15053,15054,15055,15056,15057,1506,1507,1508,1611,16121,16122,16123,16124,16125,16126,16127,16128,16129,16131,16132,16133,16134,16135,16139,16141,16142,16143,16144,16151,16152,16153,16154,16155,16156,16159,16161,16162,16163,16164,16165,16166,16169,16171,16172,16173,16174,16175,16176,16177,16178,16179,16181,16182,16191,16192,16193,16194,16195,16196,16197,16198,16199,1621,1622,1623,1631,1641,16421,16422,16423,16424,16425,16426,16431,16432,16441,16442,16443,16444,16445,16446,1645,16461,16463,16464,16465,164651,164652,16467,16468,16471,16472,16473,16474,16475,16511,16512,16513,16514,16515,16516,16517,16521,16522,16523,16524,16531,16532,16533,16534,16535,16536,16539,16541,16542,16543,16544,16545,16546,16551,16552,16553,1656,1657,16591,16592,16593,16594,16595,16596,16597,16598,16599,16611,16612,16613,16621,16622,16631,16632,16633,16634,16639,16641,166411,166412,16649,166491,166492,1665,16711,16712,16713,16714,16715,16721,16722,16723,1673,16741,16742,16743,16744,16745,16746,16747,1675,1676,16771,16779,1681,1682,1683,1684,1685,1686,16871,16872,16873,16874,16911,16912,16919,1692,1699,1711,17111,17112,1712,17121,17122,17211,17212,17213,17214,1722,1729,17291,17292,17293,17311,17312,1732,17321,17322,17323,17331,17332,17333,17411,17412,17413,17414,17421,17422,17423,17424,17511,17512,17513,17514,17515,17516,17531,17532,17533,17534,17535,17539,17541,17542,17543,17544,17545,17546,17549,1755,17551,17552,1756,17561,17569,1757,1761,17611,17612,17613,1769,17691,17692,17693,17699,1811,1812,18191,18192,18193,18194,18195,18196,18199,1821,18211,18212,18213,1822,18221,18222,18223,18224,18229,1823,18311,18312,18313,18319,18321,18322,18329,1833,18331,18332,1834,1841,1842,18431,18432,18433,18434,18435,18436,18439,1844,1845,1846,1847,18491,18492,18493,18494,18495,18496,18497,18498,18499,1851,1852,1853,18541,18542,1855,18551,18552,18553,18559,18561,18562,18571,18572,18573,18574,18575,18576,18577,18578,18579,1859,18611,18612,1862,1911,1912,1913,19211,19212,19213,19214,19215,19216,19217,19218,19219,1922,19221,19222,19311,19312,19313,19314,19315,19316,19321,19322,19331,19332,19339,1934,19351,19352,1936,19361,19362,19363,19364,19365,19369,19411,19412,19421,19422,19429,1943,1944,1945,1951,1952,19611,19612,19613,19621,19622,19631,19632,19633,19634,19641,19642,19643,19651,19652,19653,19654,19655,19661,19662,19669,19671,19672,19673,19681,19682,19683,19691,19692,19693,19694,196941,196942,196943,196944,196945,196946,19695,19696,196971,196972,19711,19712,19713,19721,19722,19731,19732,197321,197322,19733,1974,1975,19791,19792,19793,19794,19799,19811,19812,19813,19821,19822,19823,19824,19825,1983,19891,19892,19893,1991,1999,2011,2012,2013,2021,2022,2023,2024,2099,2111,2112,2121,2131,2199,2211,2212,2213,2214,2221,2222,2223,2224,2225,2226,2227,2228,2299,2311,2321,2322,2399,2411,2412,2421,2422,2431,2432,2441,2451,2499,2511,2521,2599,2611,2612,2699,2711,2712,2713,2721,2722,2723,2724,2725,2726,2727,2728,2731,2732,2733,2734,2741,2742,2743,2744,2745,2746,2747,2748,2749,2751,2761,2762,2763,2764,2765,2771,2772,2773,2774,2775,2776,2777,2778,2799,2811,2821,2822,2823,2824,2825,2826,2831,2832,2833,2834,2835,2836,2837,2838,2839,2841,2851,2852,2853,2854,2855,2861,2862,2871,2872,2873,2881,2882,2883,2884,2885,2886,2887,2888,2899,299999,3011,3012,3013,3014,3015,3016,3017,3018,3019,3021,3022,3029,3031,3032,3033,3039,3041,3042,3043,3044,3045,3046,3047,3048,3049,3051,3052,3053,3054,3055,3059,99101,99103,99104,99901,99903,99904,99907;;;;;;;;;;;;;;;;;;false;false
O000611;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;;false;false
C010201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C010901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C011001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C011101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C016601;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C118001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C016001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C017001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
O000121;Enumerado;string;ActividadEmpresarial,ActividadAgropecuaria;;;;;;;;;;;;;;;;;;false;false
O000221;Enumerado;string;Simplificada,Normal;;;;;;;;;;;;;;;;;;false;false
O000321;Enumerado;string;No,Si;;;;;;;;;;;;;;;;;;false;false
O000421;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
O000521;Escalar;number;;percentage;0;;100;;;;;;;;;;;;;;false;false
